city,category,created_at,price,price_per_sqm,total_size,furnished,registration_possible,washing_machine,tv,balcony,garden,terrace
Medgidia,Apartment,2015-12-10 06:48:25,912.2,9.92,92,,True,False,True,no,no,no
Modelu,Other,2015-07-28 07:08:22,150.32,1.02,148,False,False,,,,,no
Toplita,Luxury Apartment,2014-04-17 05:49:51,2341.87,,,,False,,False,,yes,no
Harlau,Private Room,2016-04-12 10:32:37,315.6,,,False,True,False,,,no,
Harlau,Apartment,2017-01-09 07:22:03,884.28,23.27,38,False,,True,True,,,
Brad,Luxury Apartment,2015-09-19 22:17:35,3483.63,26.59,131,False,True,False,False,,no,no
Afumati,Apartment,2016-01-23 11:42:51,618.5,6.58,94,False,False,,True,,yes,
Barlad,Luxury Apartment,2017-08-15 12:24:24,1857.51,10.93,170,False,,,False,yes,,
Fetesti-Gara,Luxury Apartment,2016-06-29 00:12:00,4094.35,,,True,,,True,no,no,yes
Focsani,Luxury Apartment,2016-08-15 06:01:15,4883.34,813.89,6,,,,False,,,no
Targu Frumos,Apartment,2015-01-10 08:01:35,537.22,,,True,,True,True,,yes,
Toplita,Private Room,2016-03-08 03:17:37,326.86,,,,False,True,,yes,yes,
Barlad,Shared Room,2015-06-18 09:11:00,295.82,,,False,,,True,,,
Medgidia,Apartment,2013-09-13 10:28:14,952.89,8.74,109,True,True,,False,yes,,
Afumati,Private Room,2014-10-31 05:18:54,374.71,20.82,18,False,,False,,,no,no
Boldesti-Scaeni,Luxury Apartment,2017-04-11 18:30:28,2675.23,,,True,False,,False,yes,yes,
Comanesti,Apartment,2016-04-14 06:59:07,679.14,,,,,True,False,,yes,no
Pancota,Shared Room,2017-12-14 06:37:38,289.31,,,True,True,,True,yes,,yes
Fetesti-Gara,Luxury Apartment,2017-08-18 12:20:48,4883.77,,,,True,False,,,,
Afumati,Apartment,2016-06-19 10:37:45,826.57,,,False,,,False,,,
Medgidia,Luxury Apartment,2013-05-01 15:49:24,1536.8,13.72,112,True,,False,False,,,yes
Titu,Apartment,2016-05-05 06:23:54,893.88,9.93,90,,,False,,,yes,
Modelu,Apartment,2013-12-22 17:11:51,854.45,10.05,85,True,,True,True,,no,
Dabuleni,Luxury Apartment,2015-12-24 21:31:36,2349.26,,,False,,,,,,
Iernut,Luxury Apartment,2015-03-18 03:47:31,1845.73,,,,,,True,,,
Sovata,Apartment,2015-04-03 11:17:14,945.62,,,True,True,,False,yes,yes,
Medgidia,Private Room,2013-07-25 17:56:38,330.49,12.71,26,,False,,False,yes,no,no
Iernut,Apartment,2015-12-21 08:41:04,617.74,6.86,90,False,,True,False,,,
Medgidia,Other,2016-09-03 15:36:06,113.38,1.21,94,,True,,True,no,,yes
Sovata,Apartment,2013-10-09 14:59:55,735.91,12.47,59,True,False,False,True,,yes,
Toplita,Apartment,2015-08-15 22:44:04,818.75,81.88,10,,,False,True,,yes,
Fetesti-Gara,Apartment,2014-05-11 22:00:16,990.32,,,True,True,True,True,,,
Calan,Apartment,2016-05-19 05:29:34,679.14,5.8,117,False,,,,,no,no
Pancota,Luxury Apartment,2016-04-30 13:10:09,3502.66,25.38,138,False,False,,,,,no
Strehaia,Luxury Apartment,2014-11-11 21:48:25,3499.72,44.87,78,True,,,False,,no,
Comanesti,Luxury Apartment,2015-07-01 21:11:43,3211.6,,,False,False,False,,yes,no,
Strehaia,Apartment,2017-10-02 05:21:52,655.94,,,True,True,,,yes,,yes
Campia Turzii,Luxury Apartment,2015-09-03 21:49:35,2752.6,,,,False,,,,,
Modelu,Apartment,2014-03-07 01:20:58,827.48,413.74,2,True,,True,True,,,
Afumati,Luxury Apartment,2013-05-18 16:36:01,3968.53,27.37,145,True,False,,False,,yes,
Boldesti-Scaeni,Apartment,2017-12-12 11:23:21,592.8,,,,True,True,,,yes,
Brad,Apartment,2017-09-01 14:06:35,667.26,9.14,73,True,,False,False,yes,yes,
Comanesti,Apartment,2016-03-29 20:30:20,655.57,109.26,6,False,True,True,False,,yes,yes
Afumati,Other,2016-08-29 07:16:29,187.93,4.58,41,,False,True,True,,yes,
Pancota,Luxury Apartment,2017-07-21 02:40:23,2423.18,27.54,88,True,,False,True,,no,
Titu,Luxury Apartment,2014-01-01 04:15:32,2061.32,,,,True,False,False,,no,yes
Barlad,Luxury Apartment,2013-02-13 01:53:45,3496.3,43.16,81,,True,,True,no,no,yes
Iernut,Apartment,2016-06-24 12:38:36,777.65,18.97,41,,False,,True,no,no,
Comanesti,Luxury Apartment,2015-02-08 05:56:24,3996.67,29.39,136,True,True,,False,yes,yes,
Oradea,Luxury Apartment,2014-10-04 09:58:35,3370.23,40.61,83,False,True,,False,,no,
Mogosoaia,Studio,2016-11-02 21:29:56,468.29,,,,,True,False,no,,
Toplita,Apartment,2016-09-19 20:39:53,570.89,5.24,109,False,False,True,,no,no,
Barlad,Apartment,2017-04-16 03:39:50,987.54,13.72,72,False,,False,False,,no,
Titu,Luxury Apartment,2013-04-17 02:31:00,4445.54,,,False,False,False,True,no,no,
Iernut,Shared Room,2017-10-30 08:26:07,262.51,,,True,,,True,no,,
Medgidia,Luxury Apartment,2013-08-20 19:46:04,4650.93,258.38,18,,True,,True,,,
Targu Frumos,Apartment,2014-06-26 03:32:08,900.18,28.13,32,False,True,,False,yes,no,yes
Comanesti,Luxury Apartment,2016-01-05 10:55:30,2124.19,28.32,75,False,True,True,,,no,yes
Afumati,Shared Room,2015-08-09 09:07:57,283.65,,,,,,True,,,
Calan,Apartment,2015-06-15 03:03:29,599.7,6.74,89,,False,,True,,yes,no
Rasnov,Luxury Apartment,2017-03-03 01:31:43,1366.74,227.79,6,False,,True,True,,no,
Comanesti,Other,2017-05-14 01:48:14,115.65,,,True,,True,False,no,no,
Focsani,Luxury Apartment,2017-02-25 01:11:23,4828.28,77.88,62,False,,False,False,,,
Campia Turzii,Luxury Apartment,2013-12-30 00:42:17,3373.62,,,,False,,,yes,yes,
Strehaia,Luxury Apartment,2016-07-19 12:23:09,3490.49,75.88,46,False,,True,,,,
Comanesti,Apartment,2017-10-29 08:36:28,857.46,,,,True,True,True,,yes,yes
Boldesti-Scaeni,Studio,2017-01-29 06:33:28,417.21,,,,True,,False,yes,yes,yes
Targu Frumos,Luxury Apartment,2017-05-06 13:27:14,1330.27,7.43,179,False,False,,,,no,yes
Oradea,Shared Room,2015-12-04 12:30:07,236.8,,,False,,False,True,no,no,
Brad,Other,2016-05-19 13:29:16,118.97,1.05,113,,,True,True,,no,
Afumati,Other,2014-05-02 17:42:22,150.1,,,True,True,True,True,,,
Titu,Apartment,2013-09-13 20:58:51,888.13,148.02,6,False,False,False,False,no,yes,yes
Fetesti-Gara,Luxury Apartment,2014-05-17 02:50:22,3483.63,18.24,191,True,,,False,,no,
Titu,Other,2017-08-26 07:54:05,103.62,1.5,69,True,True,True,,,yes,
Medgidia,Luxury Apartment,2017-02-26 02:00:31,4236.77,,,,,False,,,yes,
Calafat,Apartment,2016-06-14 06:00:55,707.74,8.63,82,True,False,,False,,no,
Targu Frumos,Apartment,2017-10-24 06:03:28,523.52,,,False,False,,True,,,
Modelu,Apartment,2015-07-02 05:43:17,501.1,,,True,False,True,True,,no,
Fetesti-Gara,Luxury Apartment,2014-11-05 15:39:14,2723.36,,,True,False,True,True,,yes,
Iernut,Luxury Apartment,2014-11-02 14:33:55,4455.97,55.01,81,,True,False,False,,,
Rasnov,Studio,2017-10-10 23:36:26,486.35,22.11,22,True,True,False,True,yes,yes,yes
Pancota,Apartment,2017-11-10 02:35:13,762.93,27.25,28,True,False,False,,no,no,
Focsani,Apartment,2017-07-27 11:13:02,759.29,,,False,,True,False,,,no
Dabuleni,Luxury Apartment,2015-01-10 17:03:14,3233.4,26.08,124,True,True,False,True,,,
Titu,Other,2017-03-14 14:25:53,194.25,9.71,20,False,True,,True,no,,
Modelu,Luxury Apartment,2014-08-18 23:24:18,1364.17,12.75,107,,False,True,True,no,,
Prejmer,Other,2015-11-14 02:19:18,144.4,3.36,43,,True,,False,,,
Boldesti-Scaeni,Apartment,2013-09-01 04:23:06,862.11,9.37,92,,,,,,yes,no
Barlad,Luxury Apartment,2014-10-04 23:56:36,2712.84,,,True,,,False,,,
Boldesti-Scaeni,Shared Room,2016-11-09 21:30:29,265.78,,,True,False,False,True,,yes,yes
Strehaia,Private Room,2016-04-11 17:59:14,316.85,,,False,,,False,yes,no,
Afumati,Luxury Apartment,2017-05-27 16:43:07,4673.75,,,True,False,True,,,no,
Medgidia,Apartment,2017-01-23 06:15:36,921.97,7.04,131,,,False,True,,yes,
Medgidia,Other,2017-05-25 07:44:14,187.93,0.78,242,False,False,False,True,,,
Fetesti-Gara,Luxury Apartment,2015-09-27 10:05:42,2274.54,24.99,91,True,True,False,True,,,
Rosiori de Vede,Luxury Apartment,2013-06-30 22:10:18,4782.29,,,,,False,True,,no,
Prejmer,Other,2016-11-13 23:43:54,157.57,78.78,2,False,False,True,True,,,
Barlad,Apartment,2016-01-11 16:22:09,815.35,,,True,,False,False,,,
Calarasi,Apartment,2016-12-09 06:14:30,559.36,55.94,10,False,False,,True,yes,,
Afumati,Shared Room,2017-03-26 03:46:07,221.92,,,,False,False,False,,yes,
Harlau,Private Room,2016-05-21 00:26:35,323.87,,,,False,False,,yes,no,
Strehaia,Studio,2014-07-08 13:25:45,434.22,,,False,,False,,,no,
Afumati,Luxury Apartment,2017-01-01 05:51:56,2129.92,27.66,77,,True,,False,,,
Calafat,Luxury Apartment,2015-12-28 14:56:27,1037.6,,,False,,True,,no,yes,
Calarasi,Luxury Apartment,2013-12-02 05:52:21,4333.23,49.81,87,True,False,True,True,,,
Lupeni,Apartment,2017-07-19 13:40:17,586.85,,,False,,False,,,yes,
Boldesti-Scaeni,Luxury Apartment,2015-03-14 18:18:00,1065.99,28.81,37,,True,True,False,,no,
Campia Turzii,Luxury Apartment,2013-03-07 20:10:21,2922.49,29.82,98,False,,True,,,,
Focsani,Luxury Apartment,2015-12-12 23:10:27,3533.2,,,True,,False,,,,
Calarasi,Luxury Apartment,2015-08-09 22:21:30,3281.44,39.54,83,False,True,False,,,yes,
Calarasi,Private Room,2014-08-17 10:53:04,345.81,,,False,,True,True,,,
Comanesti,Apartment,2016-02-14 09:50:25,631.83,4.02,157,False,False,True,True,no,no,yes
Strehaia,Shared Room,2017-03-11 09:15:12,200.16,,,False,False,True,False,,yes,yes
Medgidia,Shared Room,2017-05-30 23:44:23,226.26,,,False,False,,False,,no,yes
Pancota,Luxury Apartment,2013-01-08 06:05:55,1850.78,15.96,116,False,False,False,False,yes,yes,
Mogosoaia,Luxury Apartment,2017-09-15 19:51:21,8972.31,93.46,96,False,False,,,,yes,
Targu Frumos,Private Room,2015-09-12 02:33:49,306.56,14.6,21,False,,False,,no,,yes
Calarasi,Apartment,2017-01-11 14:09:51,530.9,,,,,False,False,,no,
Mogosoaia,Luxury Apartment,2014-06-04 18:17:26,1913.12,34.78,55,False,,True,True,no,,
Focsani,Luxury Apartment,2013-09-02 02:46:18,2948.65,,,True,,False,True,,yes,yes
Afumati,Private Room,2016-12-16 22:20:26,325.6,,,True,,,True,,no,
Focsani,Apartment,2015-11-09 11:11:31,621.1,20.04,31,,,False,True,,yes,no
Calan,Luxury Apartment,2016-07-12 22:11:48,2306.46,27.13,85,False,False,,True,,no,
Focsani,Luxury Apartment,2015-12-25 00:31:43,3584.83,,,,True,,True,,,
Barlad,Private Room,2013-08-12 09:16:29,344.12,,,,False,,,,yes,
Fetesti-Gara,Studio,2017-12-20 06:02:09,409.32,,,False,True,False,True,,no,
Rosiori de Vede,Luxury Apartment,2015-04-20 04:26:54,4425.18,54.63,81,,True,True,,,,
Iernut,Private Room,2017-12-16 20:33:35,386.18,,,True,False,,False,,no,
Toplita,Studio,2016-06-03 19:46:17,452.36,28.27,16,True,,True,True,yes,no,
Campia Turzii,Other,2013-07-05 10:32:24,146.3,,,False,True,True,,,no,
Afumati,Apartment,2014-12-01 21:55:32,534.7,8.23,65,True,,True,True,,yes,
Dabuleni,Studio,2015-08-11 08:37:19,448.55,,,,False,True,,yes,no,
Calafat,Apartment,2013-11-18 19:30:58,506.63,,,,False,False,True,,,
Calarasi,Apartment,2016-12-31 22:40:29,930.68,,,True,,,,,no,
Toplita,Luxury Apartment,2016-03-07 05:13:12,1400.77,,,False,,,False,,,
Pancota,Other,2015-12-21 20:13:43,102.75,1.13,91,False,False,,,,,
Barlad,Apartment,2017-12-04 09:39:54,810.26,,,True,,True,,no,yes,
Rosiori de Vede,Luxury Apartment,2014-11-18 13:29:30,1863.23,621.08,3,False,True,False,True,,yes,no
Strehaia,Apartment,2017-08-13 11:45:42,768.78,,,,False,False,False,,no,yes
Dabuleni,Other,2017-01-29 10:35:54,187.47,1.15,163,True,,,,yes,,
Mogosoaia,Studio,2017-11-28 19:53:05,473.3,,,,True,False,False,,,yes
Titu,Luxury Apartment,2013-10-17 11:21:39,3725.38,65.36,57,,,,True,yes,,
Medgidia,Apartment,2014-01-26 19:15:16,709.43,6.96,102,True,,,,yes,,no
Campia Turzii,Apartment,2017-10-24 01:18:54,718.1,,,True,True,True,True,,no,yes
Pancota,Luxury Apartment,2017-12-29 09:58:06,2459.36,,,False,,True,False,yes,no,no
Medgidia,Luxury Apartment,2014-09-26 19:14:25,4810.37,,,False,,True,,,yes,
Mogosoaia,Private Room,2014-08-01 10:48:57,300.18,,,True,,,True,,,no
Iernut,Private Room,2015-05-05 03:17:22,367.33,,,False,False,False,False,,,
Mogosoaia,Luxury Apartment,2015-08-27 17:12:31,3272.99,45.46,72,True,False,False,,no,no,
Barlad,Apartment,2016-05-27 20:08:47,620.71,51.73,12,,,,,no,yes,
Calafat,Other,2016-10-11 02:33:36,155.53,1.92,81,False,,True,False,,yes,
Focsani,Luxury Apartment,2013-11-01 14:41:43,4183.79,,,False,False,False,True,,,
Medgidia,Luxury Apartment,2013-07-09 12:26:37,3882.22,33.18,117,False,,,True,yes,,
Calarasi,Apartment,2016-05-03 12:54:24,768.88,,,,,False,False,,yes,
Lupeni,Studio,2013-05-12 18:19:43,444.22,,,True,True,False,True,,no,
Iernut,Other,2013-12-09 09:44:00,139.19,,,,False,False,,,no,
Calarasi,Other,2013-06-30 02:48:49,128.57,,,,True,True,False,,yes,no
Calarasi,Luxury Apartment,2016-09-02 00:17:51,4967.63,90.32,55,,True,False,,,yes,no
Iernut,Studio,2015-11-03 10:23:23,473.26,,,,,False,False,yes,no,
Targu Frumos,Luxury Apartment,2013-01-27 13:51:24,2193.14,75.63,29,True,True,,True,no,,
Sovata,Private Room,2014-11-11 09:22:36,389.83,,,True,False,True,,,yes,
Brad,Other,2013-09-10 06:21:43,150.71,2.09,72,False,True,,True,,yes,
Brad,Studio,2017-03-11 01:50:47,496.62,,,,False,False,,,,
Iernut,Luxury Apartment,2016-02-08 23:04:01,3675.79,36.76,100,True,,False,,,,
Sovata,Luxury Apartment,2013-07-03 20:45:41,4199.96,68.85,61,,False,,False,,yes,
Lupeni,Luxury Apartment,2014-08-31 10:04:04,4396.45,,,,True,True,False,,yes,
Fetesti-Gara,Apartment,2014-10-06 01:59:44,982.68,,,False,False,,False,yes,,
Harlau,Apartment,2014-01-16 02:22:16,661.3,8.82,75,,False,,True,,,yes
Brad,Private Room,2016-12-16 16:04:41,311.63,,,,True,,,,,
Targu Frumos,Apartment,2017-12-20 02:15:12,607.39,5.15,118,True,False,True,False,no,,
Comanesti,Other,2014-04-22 15:19:25,197.32,,,,False,False,True,,,
Oradea,Shared Room,2015-05-07 13:34:47,296.7,,,,True,False,True,,yes,
Oradea,Private Room,2017-09-01 22:14:04,323.87,,,False,False,False,False,,no,yes
Calan,Apartment,2017-10-01 23:00:47,806.87,,,,True,True,,,,
Fetesti-Gara,Apartment,2013-07-06 11:00:31,595.71,,,,True,False,False,,,
Strehaia,Other,2016-02-13 15:40:17,164.83,0.02,8949,True,False,True,False,yes,no,
Focsani,Luxury Apartment,2016-02-03 04:43:51,2630.13,45.35,58,,,True,False,,no,
Toplita,Apartment,2014-04-28 19:09:07,853.75,7.36,116,False,,False,True,,yes,no
Calafat,Studio,2015-05-20 08:33:03,480.21,,,,False,,,yes,,
Afumati,Other,2016-05-24 23:31:54,107.39,1.14,94,False,,,,yes,,
Pancota,Luxury Apartment,2013-12-24 00:56:20,1984.3,35.43,56,False,False,True,True,,,yes
Titu,Other,2014-05-09 09:31:48,128.68,1.12,115,True,,False,True,,no,
Calarasi,Shared Room,2014-05-15 02:10:40,207.54,,,,True,,,no,,
Rasnov,Other,2017-09-30 13:33:59,102.59,2.56,40,True,False,,,no,yes,
Calan,Luxury Apartment,2016-10-05 11:35:15,4865.14,,,True,True,False,True,,no,
Harlau,Luxury Apartment,2014-12-09 19:22:45,4312.77,36.24,119,,True,True,,,,yes
Modelu,Luxury Apartment,2017-08-24 23:50:53,3329.72,554.95,6,True,,False,True,yes,,
Calafat,Studio,2016-01-21 20:19:26,425.92,,,True,,,False,,,
Calan,Luxury Apartment,2015-02-04 00:28:36,3897.65,,,False,,True,False,,yes,no
Pancota,Apartment,2014-01-24 16:31:09,594.37,5.45,109,False,True,,False,,yes,
Rosiori de Vede,Luxury Apartment,2017-09-15 19:51:21,4971.36,51.78,96,True,False,,False,,no,yes
Calarasi,Luxury Apartment,2015-03-20 22:01:48,2092.91,52.32,40,True,True,True,,,,
Toplita,Other,2016-04-08 01:52:15,115.47,2.75,42,True,,False,,yes,no,
Afumati,Luxury Apartment,2017-01-14 03:20:03,3782.55,32.33,117,True,False,,True,no,no,
Calan,Shared Room,2014-03-11 11:48:06,220.6,,,False,,False,,no,no,yes
Medgidia,Luxury Apartment,2014-11-25 08:20:15,2213.58,16.77,132,False,False,,False,no,no,
Prejmer,Apartment,2016-02-24 04:33:23,568.4,4.74,120,True,,True,False,,yes,yes
Afumati,Luxury Apartment,2013-06-26 22:16:34,1217.32,9.98,122,False,True,,False,no,yes,
Medgidia,Luxury Apartment,2013-09-26 08:15:01,1304.9,12.43,105,True,False,,False,,no,
Calafat,Luxury Apartment,2016-08-12 12:28:57,1347.16,39.62,34,True,,True,False,,no,
Calan,Other,2014-12-04 07:52:46,150.16,1.95,77,,,False,False,,,no
Afumati,Luxury Apartment,2015-07-15 19:30:24,3654.76,,,,,False,,,no,
Medgidia,Shared Room,2014-09-13 04:20:14,256.64,,,,,False,False,yes,,
Calarasi,Apartment,2014-09-09 10:31:20,638.15,,,False,False,True,True,,,
Afumati,Other,2013-05-26 04:08:17,119.79,1.35,89,True,True,True,,no,yes,
Mogosoaia,Luxury Apartment,2013-10-20 09:50:43,2777.23,163.37,17,True,False,,False,yes,,
Modelu,Studio,2015-08-07 03:50:46,461.48,,,True,,,,yes,yes,
Brad,Luxury Apartment,2015-02-11 12:06:24,4856.15,42.23,115,False,False,,True,,no,
Comanesti,Luxury Apartment,2016-05-22 22:10:28,1053.74,11.97,88,False,,True,True,,yes,
Calarasi,Apartment,2014-01-12 13:21:44,648.19,8.2,79,,,False,True,,no,no
Barlad,Apartment,2013-09-20 09:47:12,582.4,3.64,160,,,False,,yes,no,
Pancota,Apartment,2013-10-03 13:30:28,792.77,7.55,105,True,,False,,,yes,
Strehaia,Apartment,2015-09-24 10:26:51,964.67,,,True,True,False,True,,,
Boldesti-Scaeni,Other,2013-03-07 13:52:24,118.43,1.56,76,,,,,,,
Rosiori de Vede,Luxury Apartment,2015-04-25 07:09:36,3751.9,46.9,80,False,,True,,yes,yes,
Brad,Apartment,2016-09-23 16:49:01,722.78,9.27,78,True,False,,False,yes,,
Harlau,Luxury Apartment,2015-03-09 10:26:33,1558.99,15.28,102,,,False,True,,no,
Brad,Shared Room,2013-03-22 19:24:32,268.54,,,True,True,False,False,,yes,no
Titu,Apartment,2015-10-28 15:03:57,945.58,7.95,119,True,,False,,,yes,
Sovata,Luxury Apartment,2016-01-03 19:22:44,1347.16,16.23,83,,,True,True,,yes,
Campia Turzii,Apartment,2017-09-29 08:48:10,926.73,,,False,,,,,,no
Afumati,Luxury Apartment,2015-06-10 17:06:26,4393.33,,,False,,True,,,no,
Focsani,Apartment,2015-03-29 01:43:12,747.75,,,True,True,True,,,no,
Harlau,Private Room,2013-08-08 12:06:46,333.1,,,False,,,True,,no,
Pancota,Private Room,2014-11-08 16:28:59,302.46,,,,,,False,no,no,
Rosiori de Vede,Luxury Apartment,2013-06-22 09:19:16,1741.73,75.73,23,,True,False,True,,,yes
Lupeni,Luxury Apartment,2015-11-02 10:17:47,3053.47,,,True,False,,,,yes,
Brad,Apartment,2013-10-29 14:38:40,673.68,,,False,True,True,True,,,
Barlad,Apartment,2016-01-15 15:20:05,678.73,6.53,104,False,True,True,True,,,
Titu,Apartment,2013-09-05 23:33:56,541.74,,,,,True,True,,,no
Focsani,Apartment,2015-03-29 14:50:29,598.65,,,True,False,False,,yes,,
Campia Turzii,Private Room,2015-12-11 09:38:05,360.46,,,True,False,True,,,,
Afumati,Shared Room,2015-05-22 16:03:54,231.11,,,True,True,,,,no,
Medgidia,Apartment,2015-04-03 05:00:03,779.35,11.46,68,False,True,True,,,no,yes
Targu Frumos,Apartment,2017-10-26 08:54:01,581.21,8.07,72,False,False,True,True,,,
Prejmer,Luxury Apartment,2015-04-24 11:15:34,4035.18,50.44,80,True,True,False,True,,,
Lupeni,Other,2013-05-28 14:30:34,175.74,,,False,True,True,,,no,
Harlau,Luxury Apartment,2015-10-21 11:55:29,4424.81,152.58,29,False,True,True,True,,yes,
Rasnov,Studio,2017-12-10 00:01:14,416.42,,,True,False,False,True,,no,no
Comanesti,Private Room,2013-05-01 04:03:53,346.4,,,True,True,,True,,,yes
Titu,Shared Room,2016-12-31 12:32:55,287.22,,,True,False,True,,,,
Barlad,Apartment,2013-08-20 06:54:03,760.51,,,True,False,,False,,no,
Modelu,Apartment,2014-08-18 17:33:54,667.23,,,,,,True,,no,
Medgidia,Apartment,2015-07-17 18:46:17,843.71,,,False,False,False,True,,yes,yes
Sovata,Luxury Apartment,2015-11-12 02:47:27,3193.52,29.85,107,,,False,True,,,
Oradea,Luxury Apartment,2014-02-26 04:03:24,2670.34,37.09,72,,,False,True,,no,
Strehaia,Luxury Apartment,2014-08-23 05:40:05,2086.18,115.9,18,,,False,,,yes,
Calarasi,Luxury Apartment,2016-01-17 04:58:44,2202.88,,,True,,True,False,,,
Calan,Other,2016-02-28 03:04:46,152.94,152.94,1,False,False,True,,no,yes,
Pancota,Apartment,2015-12-21 08:41:04,967.69,10.87,89,True,,True,True,,yes,
Focsani,Apartment,2016-02-01 15:26:19,684.61,,,False,,,,,,
Pancota,Other,2013-12-13 15:22:13,101.64,1.39,73,False,,True,False,yes,,yes
Lupeni,Luxury Apartment,2017-04-17 06:56:30,2332.97,129.61,18,,True,True,True,,,
Dabuleni,Apartment,2014-08-09 01:23:22,664.25,,,,False,,,,no,
Modelu,Luxury Apartment,2013-12-08 07:56:08,4082.79,53.72,76,,False,False,,,yes,
Modelu,Apartment,2016-09-28 08:44:31,999.48,,,,,True,True,,yes,
Titu,Shared Room,2016-05-18 10:50:18,260.97,,,,True,False,False,,no,
Medgidia,Private Room,2015-12-15 06:14:50,389.83,,,True,True,,,,no,
Medgidia,Shared Room,2017-08-08 17:50:11,274.87,,,False,,True,True,,yes,yes
Rosiori de Vede,Apartment,2016-06-22 17:51:26,878.79,11.56,76,True,,,False,,yes,
Mogosoaia,Apartment,2014-09-24 07:23:34,589.24,,,False,True,False,True,no,no,no
Calarasi,Luxury Apartment,2013-11-01 02:44:08,2636.5,30.66,86,,False,True,False,,,
Lupeni,Apartment,2015-12-10 10:47:32,698.55,7.13,98,True,False,,True,,,
Boldesti-Scaeni,Luxury Apartment,2013-03-25 17:31:05,3061.4,,,,,True,True,,no,yes
Harlau,Apartment,2015-10-10 04:33:58,672.43,9.89,68,False,True,False,True,,yes,
Prejmer,Luxury Apartment,2015-04-28 05:47:51,2864.72,,,False,,False,True,,no,
Boldesti-Scaeni,Luxury Apartment,2017-08-31 17:08:15,2394.77,25.21,95,,,True,,,no,
Calan,Luxury Apartment,2014-10-14 20:12:32,2227.72,22.73,98,False,False,True,True,,yes,
Mogosoaia,Private Room,2013-05-07 18:34:05,311.23,,,False,True,False,False,yes,no,
Barlad,Studio,2016-08-22 11:07:07,458.17,,,,,False,,,yes,
Lupeni,Luxury Apartment,2013-07-06 16:31:28,4429.5,340.73,13,True,,True,False,,,no
Calan,Studio,2013-02-19 00:17:57,409.54,,,,False,True,True,yes,yes,
Calafat,Apartment,2017-10-19 06:35:57,991.27,,,False,,,False,no,no,no
Brad,Studio,2014-11-06 02:11:29,420.13,,,False,,,,,yes,
Medgidia,Luxury Apartment,2014-05-25 22:53:32,1587.81,,,False,,,,,no,
Afumati,Apartment,2013-02-27 23:14:44,888.75,21.16,42,,False,False,False,,,
Calarasi,Private Room,2017-01-13 23:11:44,378.73,,,False,,True,False,no,,
Pancota,Apartment,2013-10-21 11:40:45,891.8,9.01,99,False,True,False,,,no,
Dabuleni,Other,2016-02-03 21:08:48,129.31,1.64,79,False,True,True,True,yes,yes,
Harlau,Apartment,2016-02-19 22:02:42,640.63,,,,True,,True,,no,
Medgidia,Studio,2017-02-12 01:14:25,487.38,,,,True,,False,,no,
Calafat,Luxury Apartment,2014-05-27 22:48:22,3255.8,26.69,122,,,True,,,yes,
Afumati,Other,2017-10-04 10:35:28,132.23,0.63,211,,True,,True,,,
Sovata,Apartment,2014-01-05 04:48:10,765.67,8.41,91,True,,True,True,,yes,
Calafat,Studio,2014-04-10 16:30:55,420.1,,,False,False,,,,yes,
Toplita,Luxury Apartment,2013-02-19 18:19:15,1945.38,64.85,30,False,,False,False,,yes,
Strehaia,Luxury Apartment,2016-01-25 11:44:06,2752.6,45.88,60,True,,False,True,,,
Mogosoaia,Apartment,2014-11-10 11:51:06,937.15,32.32,29,,,,,,no,
Targu Frumos,Other,2013-06-30 06:35:34,176.63,2.72,65,True,False,False,True,yes,yes,
Iernut,Studio,2014-08-16 17:27:43,474.18,,,True,,True,True,yes,,
Targu Frumos,Luxury Apartment,2014-06-06 01:27:14,2513.56,,,,False,,True,,no,
Medgidia,Shared Room,2015-02-23 01:34:44,253.86,,,False,False,True,False,yes,no,
Comanesti,Other,2013-12-31 13:40:49,156.54,1.3,120,True,,False,True,,yes,
Calarasi,Apartment,2015-04-13 06:34:48,719.88,17.56,41,True,,True,,,yes,
Comanesti,Other,2016-11-27 03:40:52,105.73,,,True,,True,True,no,,
Strehaia,Apartment,2014-03-09 06:48:41,769.11,8.55,90,,,True,False,,yes,
Calarasi,Apartment,2013-10-21 11:40:45,840.95,36.56,23,False,,,False,,yes,
Rasnov,Apartment,2014-03-15 10:45:57,673.47,26.94,25,,False,,True,yes,no,
Toplita,Luxury Apartment,2015-10-29 16:37:54,2527.48,,,True,,False,True,,,no
Pancota,Apartment,2017-06-09 12:12:14,655.45,,,False,,True,,,,
Strehaia,Apartment,2013-02-22 12:56:33,644.37,8.95,72,False,,,False,,no,
Dabuleni,Other,2014-06-29 18:38:25,199.5,2.08,96,False,,True,,yes,,
Modelu,Luxury Apartment,2015-07-13 14:28:39,3108.31,,,False,True,True,,,,
Harlau,Studio,2017-11-14 00:05:18,440.85,,,False,,True,True,no,yes,
Titu,Luxury Apartment,2015-05-02 04:04:07,3081.95,,,False,True,True,,,,
Rasnov,Other,2017-07-26 02:34:07,199.5,0.27,747,True,True,,False,no,no,
Lupeni,Apartment,2016-04-05 04:25:27,625.39,,,,,False,,,no,
Afumati,Luxury Apartment,2013-02-09 12:51:06,1029.53,9.62,107,False,True,True,False,,,no
Prejmer,Luxury Apartment,2013-03-20 22:42:41,4478.72,33.42,134,True,,True,False,no,,
Comanesti,Luxury Apartment,2017-04-18 14:47:26,2039.7,70.33,29,,,False,False,,no,
